file,producer,institutional,score_P0_published,score_P1_converter_excl,score_P2_authoring_only,score_P3_author_or_editor
085329.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
085432.pdf,Acrobat 5.0 Scan Plug-in for Windows,False,0,0,0,0
085435.pdf,Acrobat 5.0 Scan Plug-in for Windows,False,0,0,0,0
085438.pdf,Adobe PDF Library 8.0,False,0,0,0,0
085443.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085552.pdf,,False,0,0,0,0
085553.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
085554.pdf,,False,0,0,0,0
085555.pdf,Hyf PDF Output Library 2.3.0 (Windows),False,2,2,2,2
085556.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
085557.pdf,ApogeeX 2.5 Normalizer,False,0,0,0,0
085558.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
085559.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
085560.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085561.pdf,GNU Ghostscript 7.07,False,0,0,0,0
085562.pdf,Acrobat PDFWriter 3.0 for Windows,True,3,0,0,0
085563.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085564.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085565.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085566.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085567.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
085568.pdf,www.adlibsoftware.com:EXS3167-Windows XP,False,0,0,0,0
085569.pdf,US General Accounting Office (GAO),False,0,0,0,0
085570.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085571.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
085444.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085447.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085451.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
085452.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085453.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085454.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085455.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085456.pdf,Acrobat Distiller 2.0 for Macintosh,False,0,0,0,0
085457.pdf,Adobe LiveCycle PDFG 7.2,False,0,0,0,0
085458.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
085459.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
085460.pdf,Acrobat Distiller 3.01 for Windows,False,2,2,2,2
085461.pdf,Adobe PDF Library 7.0,False,0,0,0,0
085462.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085463.pdf,Acrobat PDFWriter 2.01 for Windows,False,0,0,0,0
085464.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085504.pdf,Acrobat Distiller 5.0 (Windows),True,5,2,2,2
085548.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085550.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085551.pdf,ApogeeX 2.5 Normalizer,False,0,0,0,0
085572.pdf,Acrobat Distiller 5.0 (Windows),True,3,0,0,0
085573.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085574.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
085576.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085577.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
085578.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085579.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085580.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085581.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
085582.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085583.pdf,Corel PDF Engine Version 10.719,False,0,0,0,0
085584.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085586.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
085587.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085588.pdf,Acrobat Distiller 3.01 for Power Macintosh,False,0,0,0,0
085589.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085590.pdf,Acrobat PDFWriter 4.05 for Windows,False,0,0,0,0
085593.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085598.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
085601.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
085851.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
085852.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085853.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
085854.pdf,Corel PDF Engine Version 10.990,False,0,0,0,0
085855.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085856.pdf,Adobe PDF library 8.00,False,0,0,0,0
085857.pdf,ScanSoft PDF Create! 3,False,0,0,0,0
085858.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085859.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
085860.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
085861.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
085862.pdf,JAWS PDFLib,False,2,2,2,2
085863.pdf,GNU Ghostscript 7.05,False,2,2,2,2
085866.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085867.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085868.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085869.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
085870.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
085871.pdf,Adobe Acrobat 7.05 Paper Capture Plug-in,False,2,2,2,2
085873.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
085606.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085607.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085608.pdf,Corel PDF Engine Version 10.719,False,0,0,0,0
085609.pdf,OmniPage Pro 14 http://www.scansoft.com,False,0,0,0,0
085612.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,2,2,2,2
085614.pdf,Corel PDF Engine Version 11.4.0.100,False,2,2,2,2
085651.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
085687.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
085692.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
085694.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085696.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085841.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
085843.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085844.pdf,Acrobat PDFWriter 4.05 for Windows,False,0,0,0,0
085845.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
085846.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
085847.pdf,,False,0,0,0,0
085848.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085849.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
085850.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
085874.pdf,XÝz,False,0,0,0,0
085877.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
085879.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
085881.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
085882.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
085884.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
085885.pdf,Corel PDF Engine Version 11.245,False,2,2,2,2
085886.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
085961.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
085962.pdf,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,False,0,0,0,0
085991.pdf,Acrobat Distiller 6.0.1 for Macintosh,False,2,2,2,2
085992.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184010.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184011.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184012.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184013.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184014.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
184015.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184016.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
184018.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184185.pdf,GPL Ghostscript 8.15,False,0,0,0,0
184188.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184190.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184191.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184193.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184194.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184195.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184196.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184197.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184198.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184199.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
184201.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184202.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184203.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184204.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184205.pdf,QuarkXPress(tm) 6.5,False,0,0,0,0
184206.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184207.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184208.pdf,Acrobat PDFWriter 3.0 for Windows,False,0,0,0,0
184209.pdf,Mac OS X 10.3.3 Quartz PDFContext,False,0,0,0,0
184074.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184075.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
184085.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184099.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184100.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184111.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184122.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184126.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184127.pdf,Acrobat Distiller 7.0 for Macintosh,False,0,0,0,0
184142.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
184146.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
184147.pdf,Adobe PDF Library 7.0,False,0,0,0,0
184149.pdf,Acrobat Distiller 7.0.5 (Windows),False,2,2,2,2
184150.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184159.pdf,QuarkXPress(tm) 6.5,False,0,0,0,0
184160.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
184161.pdf,Acrobat Distiller 7.0.5 for Macintosh,False,0,0,0,0
184165.pdf,Adobe PDF Library 8.0,False,0,0,0,0
184177.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184181.pdf,Adobe PDF Library 7.0,False,2,2,2,2
184021.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184022.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184023.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184025.pdf,Mac OS X 10.2.8 Quartz PDFContext,False,0,0,0,0
184026.pdf,iText by lowagie.com (r1.01;p126),False,0,0,0,0
184027.pdf,Acrobat PDFWriter 3.02 for Windows NT,False,0,0,0,0
184031.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
184033.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184034.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184035.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
184036.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184037.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
184038.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
184039.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184040.pdf,,False,2,2,2,2
184041.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184042.pdf,,False,2,2,2,2
184043.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184068.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
184069.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184239.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184313.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184329.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
184331.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
184332.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184333.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184334.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184335.pdf,Acrobat PDFWriter 3.0.1 for Power Macintosh,False,2,2,2,2
184336.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184337.pdf,Hyf PDF Output Library 2.3.0 (Windows),False,0,0,0,0
184338.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
184339.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184340.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184348.pdf,iText1.3.1 by lowagie.com (based on itext-paulo-154),False,0,0,0,0
184365.pdf,Acrobat Distiller 6.0.1 for Macintosh,False,2,2,2,2
184366.pdf,Acrobat PDFWriter 5.0 for Windows,False,0,0,0,0
184372.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184378.pdf,Acrobat Distiller Command 3.01 for Solaris 2.3 and later (SPARC),False,0,0,0,0
184379.pdf,Acrobat PDFWriter 2.01 for Windows,False,0,0,0,0
184383.pdf,Mac OS X 10.1.5 Quartz PDFContext,False,2,2,2,2
184389.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184425.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184427.pdf,Acrobat Distiller Command 1.0 for Solaris 1.1/2.3 (SPARC),False,0,0,0,0
184428.pdf,ESP Ghostscript 815.02,False,0,0,0,0
184429.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,2,2,2,2
184430.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
184431.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184432.pdf,GNU Ghostscript 7.07,False,0,0,0,0
184433.pdf,,False,0,0,0,0
184434.pdf,"Etymon PJ 1.10, Copyright (C) 1998-2000 Etymon Systems, Inc. <http://www.etymon.com/>. ",False,0,0,0,0
184436.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184437.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184438.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
184440.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184441.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184442.pdf,ReportLab http://www.reportlab.com,False,0,0,0,0
184444.pdf,Acrobat Distiller 3.0 for Windows,False,0,0,0,0
184445.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184449.pdf,iText 1.4 (by lowagie.com),False,0,0,0,0
184450.pdf,Acrobat PDFWriter 4.0 for Windows,False,2,2,2,2
184210.pdf,Adobe PDF Library 5.0,False,0,0,0,0
184211.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184212.pdf,GPL Ghostscript 8.15,False,0,0,0,0
184213.pdf,Photoshop PDF Plug-in 1.0,False,0,0,0,0
184214.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184215.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,2,2,2,2
184216.pdf,PDFlib 5.0.3 (C++/Win32),False,0,0,0,0
184217.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184219.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
184220.pdf,Adobe PDF Library 5.0,False,0,0,0,0
184221.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184222.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,2,2,2,2
184223.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
184224.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184225.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184226.pdf,JAWS PDFLib,False,0,0,0,0
184227.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184229.pdf,ABBYY FineReader 8.0 Professional Edition,False,0,0,0,0
184230.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
184231.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184610.pdf,Toolkit http://www.activepdf.com,False,0,0,0,0
184611.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184612.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184613.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184615.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
184617.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184618.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184619.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184620.pdf,Acrobat Distiller 8.0.0 (Windows),False,2,2,2,2
184621.pdf,Acrobat Distiller 6.0 (Windows),False,2,2,2,2
184622.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184623.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184624.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
184625.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
184626.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184627.pdf,Microsoft® Office Word 2007,False,0,0,0,0
184628.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184629.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184630.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184632.pdf,Mac OS X 10.1.3 Quartz PDFContext,False,2,2,2,2
184704.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
184705.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184706.pdf,Acrobat PDFWriter 2.0 for Windows,False,0,0,0,0
184707.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184708.pdf,Acrobat PDFWriter 3.03 for Windows,False,0,0,0,0
184709.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184710.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184711.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184712.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184713.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184714.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
184715.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184716.pdf,Acrobat Distiller 5.00 for Macintosh,False,0,0,0,0
184717.pdf,Acrobat Distiller 7.0.5 for Macintosh,False,0,0,0,0
184718.pdf,Corel PDF Engine Version 9.398,False,2,2,2,2
184719.pdf,Acrobat Distiller 3.01 for Windows,False,2,2,2,2
184720.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
184721.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184723.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184724.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184451.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184453.pdf,Acrobat Distiller 2.1 for Macintosh,False,0,0,0,0
184456.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184457.pdf,GNU Ghostscript 7.05,False,0,0,0,0
184458.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
184460.pdf,iText1.3.1 by lowagie.com (based on itext-paulo-154),False,0,0,0,0
184461.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184462.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184463.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184464.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184465.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184467.pdf,GNU Ghostscript 7.05,False,0,0,0,0
184477.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184484.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184495.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184506.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184527.pdf,,False,2,2,2,2
184546.pdf,PDFlib PLOP 2.0.0p6 (SunOS)/Acrobat Distiller 4.05 for Sparc Solaris,False,2,2,2,2
184558.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184559.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184633.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184634.pdf,Acrobat Distiller 5.0.5 for Macintosh,False,0,0,0,0
184645.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
184647.pdf,JAWS PDFLib,False,2,2,2,2
184651.pdf,,False,0,0,0,0
184653.pdf,PDFlib PLOP 2.0.0p6 (SunOS)/Acrobat Distiller 4.05 for Sparc Solaris,False,2,2,2,2
184654.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184655.pdf,Acrobat Distiller 6.0.1 (Windows),False,2,2,2,2
184658.pdf,Adobe PDF Library 4.0,False,0,0,0,0
184659.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
184662.pdf,Corel PDF Engine Version 11.2.0.239,False,2,2,2,2
184669.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
184670.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184672.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184676.pdf,IMAGEMAKER DEVELOPMENT INC.,False,0,0,0,0
184699.pdf,Acrobat PDFWriter 3.03 for Windows,False,0,0,0,0
184700.pdf,Acrobat Distiller 5.0 (Windows),False,0,0,0,0
184701.pdf,FDFMerge Lite 5.0.4 Windows SPDF_1096+ May  3 2004,False,2,2,2,2
184702.pdf,Acrobat PDFWriter 2.0 for Windows,False,0,0,0,0
184703.pdf,Acrobat Distiller 7.0.5 (Windows),False,0,0,0,0
184565.pdf,pdfeTeX-1.21a,False,0,0,0,0
184567.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184571.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184588.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
184589.pdf,Acrobat Distiller 7.0 (Windows),False,2,2,2,2
184591.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184594.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184595.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184596.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
184597.pdf,Adobe PDF Library 7.0,False,0,0,0,0
184598.pdf,Adobe PDF Library 6.0,False,2,2,2,2
184599.pdf,Acrobat PDFWriter 4.0 for Windows,False,0,0,0,0
184600.pdf,Acrobat Distiller 7.0.5 (Windows),True,3,0,0,0
184601.pdf,Acrobat Distiller 6.0.1 (Windows),True,5,2,2,2
184602.pdf,Acrobat Distiller 3.0 for Power Macintosh,False,0,0,0,0
184603.pdf,Pixel Translations (PIXPDF Ver.1.35),False,2,2,2,2
184604.pdf,,False,2,2,2,2
184606.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184608.pdf,Acrobat Distiller 4.0 for Windows,False,0,0,0,0
184609.pdf,Acrobat Distiller 5.0.5 (Windows),False,0,0,0,0
184725.pdf,Acrobat Distiller 8.0.0 (Windows),False,0,0,0,0
184726.pdf,Acrobat PDFWriter 3.02 for Windows,False,0,0,0,0
184727.pdf,Adobe PDF Library 7.0,False,0,0,0,0
184728.pdf,Acrobat Distiller 4.05 for Macintosh,False,0,0,0,0
184729.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
184730.pdf,Acrobat Distiller 7.0 (Windows),False,0,0,0,0
184731.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184732.pdf,Acrobat PDFWriter 4.0 for Power Macintosh,False,0,0,0,0
184733.pdf,Acrobat Distiller 3.01 for Windows,False,0,0,0,0
184734.pdf,Acrobat PDFWriter 5.0 for Windows NT,False,0,0,0,0
184735.pdf,Acrobat Distiller 5.0.5 (Windows),False,2,2,2,2
184736.pdf,Acrobat Net Distiller 1.0 for Windows,False,2,2,2,2
184737.pdf,www.adlibsys.com:EXS3145-W2KA,False,2,2,2,2
184738.pdf,Acrobat PDFWriter 4.05 for Windows NT,False,0,0,0,0
184739.pdf,Acrobat Distiller 6.0.1 (Windows),False,0,0,0,0
184740.pdf,Acrobat Distiller 4.0 for Windows,False,2,2,2,2
184741.pdf,Acrobat PDFWriter 4.0 for Windows NT,False,0,0,0,0
184742.pdf,Acrobat Distiller 6.0 (Windows),False,0,0,0,0
184751.pdf,Corel PDF Engine Version 10.517,False,2,2,2,2
184754.pdf,Acrobat Distiller 2.1 for Windows,False,0,0,0,0
184793.pdf,Acrobat Distiller 4.05 for Windows,False,0,0,0,0
184803.pdf,Acrobat Distiller 2.1 for Windows,False,0,0,0,0
184804.pdf,Acrobat Distiller 8.1.0 (Windows),False,2,2,2,2
184805.pdf,GNU Ghostscript 7.07,False,0,0,0,0
184806.pdf,Acrobat Distiller 4.05 for Windows,False,2,2,2,2
184807.pdf,Acrobat Distiller 8.1.0 (Windows),False,0,0,0,0
184808.pdf,Microsoft® Office PowerPoint® 2007,False,0,0,0,0
184809.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
184810.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
184813.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
184814.pdf,Acrobat Distiller 5.0 (Windows),False,2,2,2,2
184815.pdf,Antenna House PDF Output Library 2.4.0 (Linux),False,2,2,2,2
184816.pdf,Corel PDF Engine Version 11.4.0.100,False,0,0,0,0
